"freq,unit,vehicle,geo\TIME_PERIOD",1999 ,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 
"A,NR,UNK,EE",232 ,204 ,199 ,223 ,164 ,170 ,6 ,7 ,4 ,2 ,1 ,6 ,5 ,2 ,4 ,6 ,3 ,4 ,8 ,18 ,5 ,30 ,5 ,3 
"A,NR,UNK,EL",10 ,15 ,8 ,3 ,5 ,5 ,11 ,6 ,13 ,7 ,12 ,6 ,1 ,8 ,6 ,2 ,1 ,4 ,3 ,0 ,7 ,5 ,1 ,: 
"A,NR,UNK,ES",29 ,33 ,35 ,25 ,28 ,25 ,64 ,63 ,61 ,43 ,45 ,46 ,30 ,44 ,23 ,2 ,0 ,4 ,1 ,3 ,7 ,2 ,0 ,0 
"A,NR,UNK,EU27_2020",20474 ,5433 ,4660 ,4779 ,3475 ,2949 ,2660 ,2769 ,2093 ,768 ,691 ,508 ,822 ,897 ,457 ,415 ,417 ,158 ,307 ,222 ,200 ,101 ,394 p,84 p
"A,NR,UNK,FI",0 ,2 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
"A,NR,UNK,FR",16 ,13 ,8 ,7 ,29 ,17 ,17 ,32 ,29 ,11 ,33 ,31 ,26 ,33 ,21 ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 
"A,NR,UNK,HR",662 ,655 ,647 ,627 ,701 ,608 ,597 ,614 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,3 ,3 ,1 
"A,NR,UNK,HU",1306 ,1200 ,1239 ,1429 ,19 ,6 ,7 ,9 ,4 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 
"A,NR,UNK,IE",6 ,5 ,4 ,7 ,7 ,20 ,13 ,8 ,5 ,9 ,2 ,6 ,0 ,4 ,5 ,3 ,4 ,1 ,1 ,2 ,0 ,0 ,137 ,: 
"A,NR,UNK,IS",21 ,32 ,24 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
"A,NR,UNK,IT",137 ,140 ,17 ,17 ,31 ,26 ,34 ,23 ,20 ,18 ,10 ,3 ,16 ,22 ,19 ,16 ,21 ,15 ,20 ,61 ,18 ,5 ,19 ,26 
"A,NR,UNK,LI",0 ,3 ,2 ,0 ,5 ,1 ,2 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,2 ,3 ,2 ,0 ,2 ,0 ,0 ,1 ,0 ,2 
"A,NR,UNK,LT",748 ,641 ,706 ,697 ,709 ,752 ,773 ,760 ,740 ,499 ,370 ,299 ,296 ,302 ,3 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
"A,NR,UNK,LU",0 ,: ,0 ,0 ,: ,0 ,0 ,0 ,: ,0 ,0 ,0 ,: ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 
"A,NR,UNK,LV",652 ,635 ,558 ,559 ,532 ,0 ,0 ,3 ,5 ,2 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,147 ,: 
"A,NR,UNK,MT",4 ,15 ,16 ,16 ,16 ,13 ,0 ,0 ,1 ,0 ,1 ,1 ,16 ,9 ,17 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: 
"A,NR,UNK,NL",0 ,3 ,1 ,0 ,3 ,4 ,6 ,7 ,7 ,12 ,8 ,14 ,17 ,13 ,37 ,10 ,12 ,7 ,10 ,23 ,25 ,11 ,22 ,8 
"A,NR,UNK,NO",304 ,341 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,NR,UNK,PL",6730 ,7 ,7 ,7 ,2 ,4 ,6 ,47 ,16 ,17 ,18 ,13 ,11 ,10 ,14 ,15 ,11 ,2 ,136 ,0 ,0 ,0 ,0 ,0 
"A,NR,UNK,PT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,47 ,0 ,0 ,2 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,1 ,1 
"A,NR,UNK,RO",27 ,36 ,26 ,25 ,17 ,16 ,28 ,20 ,17 ,25 ,11 ,5 ,12 ,12 ,4 ,9 ,8 ,3 ,2 ,7 ,9 ,9 ,13 ,12 
"A,NR,UNK,SE",0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,2 ,5 ,4 ,6 ,3 ,7 ,5 ,0 ,1 ,0 
"A,NR,UNK,SI",334 ,50 ,45 ,51 ,43 ,44 ,44 ,55 ,54 ,23 ,26 ,23 ,28 ,20 ,19 ,22 ,21 ,18 ,20 ,13 ,20 ,11 ,14 ,11 
"A,NR,UNK,SK",647 ,628 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,325 ,352 ,251 ,295 ,310 ,1 ,2 ,0 ,1 ,0 ,2 ,1 
"A,NR,UNK,UK",0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,21 ,20 ,7 ,11 ,10 ,21 ,15 ,8 ,14 ,: ,: ,: ,: 
"A,NR,VEH_GD,BG",: ,: ,: ,: ,: ,: ,: ,: ,: ,27 ,33 ,30 ,20 ,21 ,24 ,23 ,32 ,: ,: ,: ,: ,21 ,22 ,19 
"A,NR,VEH_GD,DE",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,154 ,148 ,40 ,58 ,38 ,43 ,65 ,48 ,35 ,44 ,37 
"A,NR,VEH_GD,EE",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,2 ,1 ,3 ,5 ,4 ,2 ,2 
"A,NR,VEH_GD,EU27_2020",: ,225 ,487 ,536 ,487 ,422 ,410 ,429 ,363 ,400 ,328 ,172 ,159 ,279 ,262 ,157 ,166 ,155 ,56 ,83 ,60 ,75 ,69 p,58 p
"A,NR,VEH_GD,HR",: ,: ,: ,: ,: ,: ,: ,: ,17 ,20 ,16 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
"A,NR,VEH_GD,HU",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
"A,NR,VEH_GD,IE",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,9 ,7 ,6 ,14 ,: ,: 
"A,NR,VEH_GD,IT",: ,: ,244 ,266 ,223 ,191 ,192 ,202 ,148 ,177 ,139 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
"A,NR,VEH_GD,LV",: ,: ,: ,: ,: ,2 ,1 ,: ,: ,1 ,2 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,2 ,1 ,1 ,: ,: 
"A,NR,VEH_GD,MT",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,: ,0 ,0 ,0 ,0 ,: 
"A,NR,VEH_GD,PL",: ,225 ,243 ,270 ,264 ,229 ,217 ,227 ,198 ,175 ,136 ,142 ,138 ,104 ,90 ,92 ,74 ,114 ,: ,: ,: ,: ,: ,: 
"A,NR,VEH_GD,SE",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,1 ,0 
"A,NR,VEH_GD,SI",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,1 ,1 ,1 ,3 ,6 ,0 ,0 ,0 ,0 
"A,NR,VEH_GD,UK",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,1 ,0 ,0 ,0 ,2 ,3 ,1 ,3 ,: ,: ,: ,: 
"A,NR,VG_GT3P5,AT",6 ,6 ,6 ,8 ,9 ,10 ,6 ,9 ,5 ,2 ,4 ,3 ,5 ,1 ,3 ,5 ,4 ,7 ,2 ,1 ,1 ,2 ,3 ,1 
"A,NR,VG_GT3P5,BE",5 ,4 ,6 ,5 ,1 ,7 ,3 ,4 ,12 ,16 ,10 ,4 ,4 ,8 ,9 ,5 ,3 ,10 ,6 ,5 ,4 ,8 ,4 ,2 
"A,NR,VG_GT3P5,BG",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 
"A,NR,VG_GT3P5,CH",: ,: ,4 ,2 ,0 ,3 ,3 ,0 ,3 ,3 ,1 ,2 ,1 ,1 ,3 ,1 ,3 ,1 ,1 ,2 ,2 ,1 ,2 ,4 
"A,NR,VG_GT3P5,CY",: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,: ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 
"A,NR,VG_GT3P5,CZ",23 ,34 ,22 ,20 ,29 ,32 ,26 ,22 ,21 ,18 ,20 ,27 ,23 ,25 ,19 ,23 ,9 ,18 ,20 ,19 ,17 ,35 ,15 ,26 
"A,NR,VG_GT3P5,DE",: ,127 ,91 ,111 ,104 ,105 ,92 ,112 ,129 ,88 ,75 ,82 ,83 ,: ,: ,32 ,26 ,32 ,29 ,30 ,32 ,26 ,32 ,21 
"A,NR,VG_GT3P5,DK",2 ,0 ,2 ,4 ,1 ,0 ,0 ,1 ,3 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,2 ,3 ,2 ,3 ,2 ,2 ,2 ,3 
"A,NR,VG_GT3P5,EE",: ,: ,: ,: ,: ,: ,7 ,6 ,3 ,3 ,6 ,1 ,0 ,1 ,2 ,3 ,0 ,: ,: ,: ,: ,: ,: ,: 
"A,NR,VG_GT3P5,EL",33 ,16 ,22 ,21 ,22 ,17 ,12 ,18 ,12 ,17 ,6 ,13 ,9 ,10 ,7 ,11 ,8 ,3 ,8 ,9 ,4 ,9 ,5 ,: 
"A,NR,VG_GT3P5,ES",118 ,111 ,88 ,97 ,78 ,74 ,53 ,68 ,46 ,51 ,39 ,38 ,44 ,24 ,24 ,19 ,28 ,14 ,13 ,17 ,18 ,14 ,3 ,10 
"A,NR,VG_GT3P5,EU27_2020",371 ,513 ,413 ,423 ,436 ,404 ,352 ,405 ,374 ,332 ,260 ,282 ,278 ,186 ,174 ,193 ,184 ,224 ,211 ,203 ,205 ,176 ,207 p,210 p
"A,NR,VG_GT3P5,FI",5 ,9 ,6 ,5 ,9 ,2 ,6 ,7 ,7 ,5 ,6 ,9 ,5 ,10 ,6 ,4 ,4 ,5 ,10 ,3 ,3 ,3 ,3 ,3 
"A,NR,VG_GT3P5,FR",42 ,50 ,57 ,53 ,53 ,30 ,39 ,55 ,31 ,46 ,30 ,32 ,42 ,34 ,29 ,27 ,34 ,35 ,30 ,27 ,27 ,18 ,29 ,30 
"A,NR,VG_GT3P5,HR",: ,: ,: ,: ,: ,: ,: ,: ,0 ,1 ,1 ,4 ,2 ,2 ,2 ,4 ,6 ,0 ,0 ,1 ,1 ,1 ,1 ,0 
"A,NR,VG_GT3P5,HU",: ,: ,: ,: ,13 ,21 ,12 ,25 ,13 ,17 ,7 ,8 ,9 ,13 ,11 ,12 ,8 ,7 ,4 ,10 ,9 ,4 ,7 ,9 
"A,NR,VG_GT3P5,IE",3 ,3 ,4 ,0 ,0 ,4 ,4 ,1 ,4 ,3 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,1 ,: ,: ,: ,: ,: ,: 
"A,NR,VG_GT3P5,IS",: ,: ,: ,0 ,2 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 
"A,NR,VG_GT3P5,IT",33 ,43 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,20 ,16 ,16 ,17 ,12 ,14 ,59 ,60 ,20 ,42 ,5 ,44 ,56 
"A,NR,VG_GT3P5,LT",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,6 ,4 ,3 ,3 ,3 ,2 ,3 ,2 ,7 ,2 
"A,NR,VG_GT3P5,LU",1 ,0 ,1 ,3 ,0 ,0 ,0 ,2 ,4 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,NR,VG_GT3P5,LV",: ,: ,: ,: ,: ,7 ,3 ,9 ,9 ,1 ,2 ,0 ,0 ,4 ,1 ,1 ,4 ,3 ,4 ,1 ,2 ,0 ,: ,: 
"A,NR,VG_GT3P5,MT",: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,1 ,0 ,0 ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,: ,0 ,0 ,: 
"A,NR,VG_GT3P5,NL",9 ,6 ,11 ,6 ,3 ,8 ,7 ,5 ,4 ,6 ,1 ,3 ,0 ,4 ,2 ,3 ,6 ,4 ,4 ,1 ,2 ,2 ,1 ,2 
"A,NR,VG_GT3P5,NO",: ,: ,7 ,8 ,10 ,5 ,11 ,7 ,2 ,9 ,7 ,8 ,7 ,2 ,11 ,6 ,4 ,5 ,1 ,3 ,4 ,3 ,7 ,1 
"A,NR,VG_GT3P5,PL",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,36 ,26 ,31 ,34 ,28 
"A,NR,VG_GT3P5,PT",33 ,37 ,29 ,17 ,30 ,23 ,24 ,16 ,19 ,13 ,25 ,10 ,12 ,16 ,16 ,7 ,9 ,6 ,4 ,5 ,3 ,4 ,3 ,7 
"A,NR,VG_GT3P5,RO",53 ,56 ,55 ,43 ,61 ,45 ,35 ,22 ,23 ,20 ,9 ,4 ,19 ,14 ,12 ,13 ,11 ,4 ,6 ,6 ,4 ,6 ,8 ,3 
"A,NR,VG_GT3P5,SE",5 ,11 ,5 ,13 ,6 ,5 ,6 ,7 ,6 ,5 ,3 ,5 ,4 ,2 ,5 ,5 ,5 ,6 ,3 ,4 ,3 ,1 ,4 ,2 
"A,NR,VG_GT3P5,SI",: ,0 ,0 ,0 ,0 ,0 ,0 ,: ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,2 
"A,NR,VG_GT3P5,SK",: ,: ,8 ,17 ,17 ,14 ,17 ,16 ,21 ,18 ,15 ,18 ,: ,: ,: ,: ,: ,4 ,3 ,3 ,1 ,2 ,1 ,2 
"A,NR,VG_GT3P5,UK",52 ,59 ,57 ,63 ,46 ,47 ,59 ,41 ,54 ,24 ,15 ,30 ,28 ,30 ,22 ,14 ,31 ,14 ,21 ,14 ,: ,: ,: ,: 
"A,NR,VG_LE3P5,AT",13 ,18 ,25 ,19 ,28 ,22 ,24 ,16 ,15 ,19 ,13 ,10 ,5 ,15 ,15 ,10 ,12 ,10 ,16 ,11 ,10 ,15 ,15 ,18 
"A,NR,VG_LE3P5,BE",42 ,52 ,48 ,40 ,27 ,32 ,44 ,34 ,49 ,40 ,43 ,39 ,30 ,31 ,38 ,27 ,37 ,38 ,29 ,30 ,17 ,11 ,28 ,27 
"A,NR,VG_LE3P5,BG",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,0 ,0 ,0 ,0 ,0 
"A,NR,VG_LE3P5,CH",: ,: ,9 ,6 ,13 ,6 ,6 ,8 ,4 ,5 ,3 ,6 ,8 ,6 ,3 ,3 ,1 ,1 ,2 ,2 ,8 ,3 ,2 ,3 
"A,NR,VG_LE3P5,CY",: ,: ,: ,: ,: ,: ,9 ,4 ,4 ,8 ,12 ,5 ,4 ,4 ,1 ,4 ,0 ,5 ,4 ,7 ,6 ,0 ,1 ,2 
"A,NR,VG_LE3P5,CZ",26 ,32 ,27 ,32 ,20 ,35 ,36 ,31 ,45 ,27 ,25 ,18 ,15 ,7 ,15 ,16 ,15 ,17 ,12 ,2 ,13 ,0 ,12 ,0 
"A,NR,VG_LE3P5,DE",: ,147 ,137 ,131 ,129 ,128 ,116 ,122 ,84 ,92 ,85 ,75 ,86 ,: ,: ,71 ,62 ,63 ,95 ,79 ,72 ,63 ,64 ,69 
"A,NR,VG_LE3P5,DK",27 ,23 ,22 ,29 ,20 ,13 ,23 ,24 ,24 ,22 ,16 ,14 ,10 ,6 ,17 ,9 ,9 ,6 ,5 ,13 ,9 ,8 ,10 ,6 
"A,NR,VG_LE3P5,EE",: ,: ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
"A,NR,VG_LE3P5,EL",112 ,118 ,94 ,72 ,86 ,74 ,72 ,82 ,56 ,62 ,75 ,62 ,51 ,51 ,38 ,35 ,44 ,31 ,43 ,31 ,49 ,38 ,39 ,: 
"A,NR,VG_LE3P5,ES",325 ,316 ,317 ,336 ,311 ,288 ,238 ,257 ,229 ,181 ,165 ,110 ,97 ,97 ,68 ,111 ,93 ,88 ,98 ,93 ,86 ,57 ,83 ,98 
"A,NR,VG_LE3P5,EU27_2020",1061 ,1162 ,1066 ,1022 ,1035 ,927 ,979 ,997 ,942 ,889 ,825 ,859 ,787 ,692 ,619 ,719 ,708 ,639 ,669 ,805 ,761 ,603 ,737 p,670 p
"A,NR,VG_LE3P5,FI",9 ,16 ,9 ,12 ,15 ,14 ,12 ,3 ,12 ,9 ,10 ,9 ,9 ,11 ,9 ,10 ,13 ,14 ,12 ,6 ,10 ,10 ,9 ,2 
"A,NR,VG_LE3P5,FR",139 ,75 ,77 ,77 ,77 ,59 ,56 ,120 ,131 ,134 ,144 ,146 ,134 ,145 ,132 ,143 ,120 ,130 ,99 ,92 ,98 ,59 ,103 ,104 
"A,NR,VG_LE3P5,HR",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,5 ,10 ,15 ,2 ,5 ,5 ,5 ,9 ,4 ,7 ,4 ,10 ,7 
"A,NR,VG_LE3P5,HU",: ,: ,: ,: ,31 ,41 ,44 ,36 ,47 ,33 ,28 ,24 ,30 ,20 ,17 ,25 ,17 ,15 ,24 ,25 ,31 ,20 ,32 ,20 
"A,NR,VG_LE3P5,IE",16 ,10 ,20 ,17 ,19 ,19 ,18 ,16 ,25 ,16 ,13 ,8 ,17 ,10 ,12 ,5 ,5 ,5 ,: ,: ,: ,: ,: ,: 
"A,NR,VG_LE3P5,IS",: ,: ,: ,1 ,0 ,1 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,4 ,0 ,0 ,0 ,0 
"A,NR,VG_LE3P5,IT",98 ,74 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,141 ,117 ,118 ,102 ,109 ,118 ,58 ,64 ,139 ,70 ,81 ,94 ,72 
"A,NR,VG_LE3P5,LT",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,2 ,1 ,3 ,2 ,1 ,1 ,5 ,0 ,2 
"A,NR,VG_LE3P5,LU",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1 ,1 ,0 ,0 ,6 ,1 ,1 ,1 ,0 ,2 ,1 ,1 
"A,NR,VG_LE3P5,LV",: ,: ,: ,: ,: ,3 ,2 ,: ,: ,2 ,5 ,0 ,2 ,4 ,5 ,6 ,3 ,2 ,1 ,2 ,8 ,1 ,: ,: 
"A,NR,VG_LE3P5,MT",: ,: ,: ,: ,: ,: ,5 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: 
"A,NR,VG_LE3P5,NL",45 ,52 ,42 ,36 ,55 ,14 ,20 ,21 ,35 ,31 ,24 ,22 ,18 ,16 ,15 ,7 ,15 ,24 ,21 ,21 ,22 ,21 ,11 ,25 
"A,NR,VG_LE3P5,NO",: ,: ,9 ,15 ,5 ,12 ,6 ,11 ,10 ,7 ,5 ,9 ,5 ,9 ,9 ,1 ,4 ,1 ,2 ,6 ,5 ,5 ,1 ,4 
"A,NR,VG_LE3P5,PL",: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,83 ,84 ,73 ,94 ,66 
"A,NR,VG_LE3P5,PT",143 ,154 ,134 ,135 ,131 ,100 ,116 ,93 ,67 ,83 ,66 ,88 ,76 ,48 ,61 ,49 ,46 ,41 ,55 ,61 ,55 ,41 ,41 ,61 
"A,NR,VG_LE3P5,RO",52 ,61 ,89 ,73 ,68 ,71 ,116 ,124 ,105 ,114 ,87 ,73 ,64 ,72 ,61 ,67 ,77 ,63 ,64 ,73 ,74 ,69 ,69 ,69 
"A,NR,VG_LE3P5,SE",14 ,13 ,15 ,8 ,13 ,5 ,11 ,9 ,9 ,11 ,7 ,7 ,10 ,16 ,5 ,8 ,10 ,6 ,5 ,12 ,26 ,15 ,13 ,12 
"A,NR,VG_LE3P5,SI",: ,1 ,5 ,3 ,3 ,6 ,8 ,2 ,3 ,3 ,6 ,2 ,1 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,4 ,3 
"A,NR,VG_LE3P5,SK",: ,: ,5 ,2 ,2 ,3 ,9 ,3 ,2 ,2 ,1 ,1 ,: ,: ,: ,: ,: ,14 ,9 ,19 ,11 ,9 ,4 ,6 
"A,NR,VG_LE3P5,UK",66 ,70 ,68 ,72 ,74 ,67 ,57 ,55 ,63 ,47 ,40 ,37 ,35 ,34 ,39 ,34 ,34 ,51 ,41 ,38 ,: ,: ,: ,: 
